"9 azr 525/14","/rechtsprechung/9-azr-525-14"
"vi zr 127/11","/rechtsprechung/vi-zr-127-11"
"vi r 49/09","/rechtsprechung/vi-r-49-09"
"6 p 21/10","/rechtsprechung/6-p-21-10"
"8 b 20/10","/rechtsprechung/8-b-20-10"
"28 w (pat) 525/13","/rechtsprechung/28-w--pat--525-13"
"iii zr 156/12","/rechtsprechung/iii-zr-156-12"
"4 str 309/15","/rechtsprechung/4-str-309-15"
"viii zr 273/09","/rechtsprechung/viii-zr-273-09"
"i zr 213/10","/rechtsprechung/i-zr-213-10"
"v zr 56/16","/rechtsprechung/v-zr-56-16"
"9 a 7/15","/rechtsprechung/9-a-7-15"
"2 azr 431/15","/rechtsprechung/2-azr-431-15"
"ix zb 122/08","/rechtsprechung/ix-zb-122-08"
"iii r 58/11","/rechtsprechung/iii-r-58-11"
"v s 20/16 (pkh)","/rechtsprechung/v-s-20-16--pkh-"
"v zr 198/11","/rechtsprechung/v-zr-198-11"
"9 b 108/09","/rechtsprechung/9-b-108-09"
"x r 21/15","/rechtsprechung/x-r-21-15"
"b 6 ka 19/12 b","/rechtsprechung/b-6-ka-19-12-b"
"5 b 33/12, 5 b 33/12 (5 c 25/12)","/rechtsprechung/5-b-33-12"
"27 w (pat) 523/16","/rechtsprechung/27-w--pat--523-16"
"viii zr 268/11","/rechtsprechung/viii-zr-268-11"
"1 str 240/14","/rechtsprechung/1-str-240-14"
"v zr 72/11","/rechtsprechung/v-zr-72-11"
"5 str 174/12","/rechtsprechung/5-str-174-12"
"v zb 17/14","/rechtsprechung/v-zb-17-14"
"1 b 5/13, 1 b 5/13, 1 pkh 2/13 (1 c 2/13)","/rechtsprechung/1-b-5-13"
"xi r 4/15","/rechtsprechung/xi-r-4-15"
"7 c 8/15, 7 c 8/15 (vormals 7 c 37/11)","/rechtsprechung/7-c-8-15"
"24 w (pat) 558/14","/rechtsprechung/24-w--pat--558-14"
"vii zr 231/11","/rechtsprechung/vii-zr-231-11"
"1 azr 565/11","/rechtsprechung/1-azr-565-11"
"6 b 15/17","/rechtsprechung/6-b-15-17"
"b 14 as 175/15 b","/rechtsprechung/b-14-as-175-15-b"
"24 w (pat) 56/14","/rechtsprechung/24-w--pat--56-14"
"i zr 200/09","/rechtsprechung/i-zr-200-09"
"4 b 30/14","/rechtsprechung/4-b-30-14"
"iii zr 405/12","/rechtsprechung/iii-zr-405-12"
"viii r 24/16","/rechtsprechung/viii-r-24-16"
"1 abr 42/09","/rechtsprechung/1-abr-42-09"
"8 b 47/13","/rechtsprechung/8-b-47-13"
"6 pb 6/10","/rechtsprechung/6-pb-6-10"
"24 w (pat) 519/12","/rechtsprechung/24-w--pat--519-12"
"b 1 kr 23/15 r","/rechtsprechung/b-1-kr-23-15-r"
"2 b 66/10","/rechtsprechung/2-b-66-10"
"4 str 354/12","/rechtsprechung/4-str-354-12"
"3 str 25/16","/rechtsprechung/3-str-25-16"
"ix r 19/15","/rechtsprechung/ix-r-19-15"
"vi r 11/13","/rechtsprechung/vi-r-11-13"
"x zr 12/10","/rechtsprechung/x-zr-12-10"
"6 c 17/12","/rechtsprechung/6-c-17-12"
"vii e 9/15","/rechtsprechung/vii-e-9-15"
"b 14 as 18/11 r","/rechtsprechung/b-14-as-18-11-r"
"19 w (pat) 4/16","/rechtsprechung/19-w--pat--4-16"
"x zr 41/15","/rechtsprechung/x-zr-41-15"
"i zb 96/09","/rechtsprechung/i-zb-96-09"
"b 4 as 16/11 r","/rechtsprechung/b-4-as-16-11-r"
"9 w (pat) 48/09","/rechtsprechung/9-w--pat--48-09"
"2 bvr 1004/13","/rechtsprechung/2-bvr-1004-13"
"xi zr 272/16","/rechtsprechung/xi-zr-272-16"
"v zr 269/12","/rechtsprechung/v-zr-269-12"
"7 c 20/09","/rechtsprechung/7-c-20-09"
"b 6 ka 44/14 r","/rechtsprechung/b-6-ka-44-14-r"
"b 6 ka 36/14 r","/rechtsprechung/b-6-ka-36-14-r"
"x zr 35/12","/rechtsprechung/x-zr-35-12"
"x b 106/16","/rechtsprechung/x-b-106-16"
"ix zr 32/09","/rechtsprechung/ix-zr-32-09"
"b 12 r 64/12 b","/rechtsprechung/b-12-r-64-12-b"
"xii zb 252/14","/rechtsprechung/xii-zb-252-14"
"5 azr 611/09","/rechtsprechung/5-azr-611-09"
"vi zr 536/15","/rechtsprechung/vi-zr-536-15"
"vii zb 60/14","/rechtsprechung/vii-zb-60-14"
"3 str 140/14","/rechtsprechung/3-str-140-14"
"ix r 6/13","/rechtsprechung/ix-r-6-13"
"5 str 26/16","/rechtsprechung/5-str-26-16"
"25 w (pat) 1/17","/rechtsprechung/25-w--pat--1-17"
"xii zr 48/17","/rechtsprechung/xii-zr-48-17"
"10 b 16/12","/rechtsprechung/10-b-16-12"
"x b 22/12","/rechtsprechung/x-b-22-12"
"8 c 9/11","/rechtsprechung/8-c-9-11"
"stb 14/17","/rechtsprechung/stb-14-17"
"10 b 8/10, 10 b 8/10, 10 pkh 2/10","/rechtsprechung/10-b-8-10"
"24 w (pat) 7/12","/rechtsprechung/24-w--pat--7-12"
"viii zr 42/09","/rechtsprechung/viii-zr-42-09"
"ix zr 85/10","/rechtsprechung/ix-zr-85-10"
"v zb 180/16","/rechtsprechung/v-zb-180-16"
"ii b 68/13","/rechtsprechung/ii-b-68-13"
"xi b 34/09","/rechtsprechung/xi-b-34-09"
"2 c 18/13","/rechtsprechung/2-c-18-13"
"17 w (pat) 60/07","/rechtsprechung/17-w--pat--60-07"
"2 c 52/16","/rechtsprechung/2-c-52-16"
"b 10 üg 7/14 r","/rechtsprechung/b-10-üg-7-14-r"
"2 azr 715/10","/rechtsprechung/2-azr-715-10"
"5 str 425/11","/rechtsprechung/5-str-425-11"
"8 azr 118/13","/rechtsprechung/8-azr-118-13"
"3 azr 392/13","/rechtsprechung/3-azr-392-13"
"viii r 11/10","/rechtsprechung/viii-r-11-10"
"v zr 82/10","/rechtsprechung/v-zr-82-10"
"9 a 9/12","/rechtsprechung/9-a-9-12"
"30 w (pat) 519/14","/rechtsprechung/30-w--pat--519-14"
"viii r 33/14","/rechtsprechung/viii-r-33-14"
"3 str 454/15","/rechtsprechung/3-str-454-15"
"26 w (pat) 509/12","/rechtsprechung/26-w--pat--509-12"
"1 wds-vr 6/13","/rechtsprechung/1-wds-vr-6-13"
"xii zr 132/12","/rechtsprechung/xii-zr-132-12"
"6 azr 586/10","/rechtsprechung/6-azr-586-10"
"iv zr 229/15","/rechtsprechung/iv-zr-229-15"
"x zr 147/13","/rechtsprechung/x-zr-147-13"
"i r 30/12","/rechtsprechung/i-r-30-12"
"i r 13/14","/rechtsprechung/i-r-13-14"
"vi zr 27/14","/rechtsprechung/vi-zr-27-14"
"1 bvr 1766/15, 1 bvr 1783/15, 1 bvr 1815/15","/rechtsprechung/1-bvr-1766-15"
"1 bvr 3280/14","/rechtsprechung/1-bvr-3280-14"
"ix zr 217/11","/rechtsprechung/ix-zr-217-11"
"xi b 7/10","/rechtsprechung/xi-b-7-10"
"iv b 55/11","/rechtsprechung/iv-b-55-11"
"8 b 80/12, 8 b 80/12 (8 c 5/13)","/rechtsprechung/8-b-80-12"
"5 azr 520/10","/rechtsprechung/5-azr-520-10"
"1 str 440/13","/rechtsprechung/1-str-440-13"
"ix b 157/09","/rechtsprechung/ix-b-157-09"
"ix r 46/14","/rechtsprechung/ix-r-46-14"
"i r 79/14","/rechtsprechung/i-r-79-14"
"8 c 12/09","/rechtsprechung/8-c-12-09"
"xii zb 306/12","/rechtsprechung/xii-zb-306-12"
"7 c 3/13, 7 c 3/13 (7 c 11/10)","/rechtsprechung/7-c-3-13"
"iv r 29/10","/rechtsprechung/iv-r-29-10"
"xi r 25/13","/rechtsprechung/xi-r-25-13"
"6 b 31/10","/rechtsprechung/6-b-31-10"
"6 c 19/16","/rechtsprechung/6-c-19-16"
"b 11 al 32/10 r","/rechtsprechung/b-11-al-32-10-r"
"b 4 as 59/13 r","/rechtsprechung/b-4-as-59-13-r"
"b 5 re 3/14 r","/rechtsprechung/b-5-re-3-14-r"
"iii b 5/13","/rechtsprechung/iii-b-5-13"
"iv r 31/12","/rechtsprechung/iv-r-31-12"
"xi zr 242/15","/rechtsprechung/xi-zr-242-15"
"2 azr 63/12","/rechtsprechung/2-azr-63-12"
"i zr 27/08","/rechtsprechung/i-zr-27-08"
"b 13 r 209/12 b","/rechtsprechung/b-13-r-209-12-b"
"29 w (pat) 539/10","/rechtsprechung/29-w--pat--539-10"
"anwz (brfg) 58/12","/rechtsprechung/anwz--brfg--58-12"
"kzr 66/12","/rechtsprechung/kzr-66-12"
"kzr 39/16","/rechtsprechung/kzr-39-16"
"iv r 42/10","/rechtsprechung/iv-r-42-10"
"2 b 68/10","/rechtsprechung/2-b-68-10"
"iii b 46/15","/rechtsprechung/iii-b-46-15"
"ix zr 75/11","/rechtsprechung/ix-zr-75-11"
"ix r 38/11","/rechtsprechung/ix-r-38-11"
"i r 62/15","/rechtsprechung/i-r-62-15"
"30 w (pat) 556/11","/rechtsprechung/30-w--pat--556-11"
"29 w (pat) 38/13","/rechtsprechung/29-w--pat--38-13"
"xii zb 469/13","/rechtsprechung/xii-zb-469-13"
"1 abr 32/13","/rechtsprechung/1-abr-32-13"
"ix b 36/10","/rechtsprechung/ix-b-36-10"
"kvr 35/08","/rechtsprechung/kvr-35-08"
"v zb 201/14","/rechtsprechung/v-zb-201-14"
"i b 191/09","/rechtsprechung/i-b-191-09"
"10 azr 824/11","/rechtsprechung/10-azr-824-11"
"4 azr 193/13","/rechtsprechung/4-azr-193-13"
"x zr 86/10","/rechtsprechung/x-zr-86-10"
"3 azr 685/09","/rechtsprechung/3-azr-685-09"
"5 azr 312/15","/rechtsprechung/5-azr-312-15"
"2 bvc 13/10","/rechtsprechung/2-bvc-13-10"
"5 ni 19/11","/rechtsprechung/5-ni-19-11"
"i r 14/15","/rechtsprechung/i-r-14-15"
"4 azr 237/13","/rechtsprechung/4-azr-237-13"
"2 bvr 1549/14, 2 bvr 1550/14","/rechtsprechung/2-bvr-1549-14"
"29 w (pat) 519/16","/rechtsprechung/29-w--pat--519-16"
"xii zb 335/17","/rechtsprechung/xii-zb-335-17"
"iii zr 513/13","/rechtsprechung/iii-zr-513-13"
"3 str 371/11","/rechtsprechung/3-str-371-11"
"blw 8/11","/rechtsprechung/blw-8-11"
"x s 49, 56/13, x s 49/13, x s 56/13","/rechtsprechung/x-s-49"
"2 bvr 1397/09","/rechtsprechung/2-bvr-1397-09"
"b 14 as 74/08 r","/rechtsprechung/b-14-as-74-08-r"
"ii r 6/15","/rechtsprechung/ii-r-6-15"
"8 b 52/14","/rechtsprechung/8-b-52-14"
"x r 30/06","/rechtsprechung/x-r-30-06"
"1 str 130/17","/rechtsprechung/1-str-130-17"
"ix zb 48/14","/rechtsprechung/ix-zb-48-14"
"27 w (pat) 85/16","/rechtsprechung/27-w--pat--85-16"
"viii zr 298/14","/rechtsprechung/viii-zr-298-14"
"2 bvr 1758/10","/rechtsprechung/2-bvr-1758-10"
"6 azr 707/13","/rechtsprechung/6-azr-707-13"
"1 str 265/15","/rechtsprechung/1-str-265-15"
"iii b 178/09","/rechtsprechung/iii-b-178-09"
"5 str 140/15","/rechtsprechung/5-str-140-15"
"xii zr 12/13","/rechtsprechung/xii-zr-12-13"
"ii zr 211/09","/rechtsprechung/ii-zr-211-09"
"x b 103/14","/rechtsprechung/x-b-103-14"
"1 str 14/13","/rechtsprechung/1-str-14-13"
"2 bvr 2054/10","/rechtsprechung/2-bvr-2054-10"
"xii zb 255/14","/rechtsprechung/xii-zb-255-14"
"viii r 44/13","/rechtsprechung/viii-r-44-13"
"2 str 318/13","/rechtsprechung/2-str-318-13"
"viii b 22/10","/rechtsprechung/viii-b-22-10"
"29 w (pat) 82/11","/rechtsprechung/29-w--pat--82-11"
"vii zr 210/13","/rechtsprechung/vii-zr-210-13"
"vii zr 185/07","/rechtsprechung/vii-zr-185-07"
"4 azr 154/15","/rechtsprechung/4-azr-154-15"
"iv zr 334/14","/rechtsprechung/iv-zr-334-14"
"6 p 20/13","/rechtsprechung/6-p-20-13"
"1 str 234/13","/rechtsprechung/1-str-234-13"
"b 3 kr 14/16 r","/rechtsprechung/b-3-kr-14-16-r"
"viii zr 124/11","/rechtsprechung/viii-zr-124-11"
"i zr 4/06","/rechtsprechung/i-zr-4-06"
"1 str 364/14","/rechtsprechung/1-str-364-14"
"10 b 20/16","/rechtsprechung/10-b-20-16"
"4 b 9/12, 4 b 9/12, 4 pkh 1/12","/rechtsprechung/4-b-9-12"
"b 12 kr 5/14 r","/rechtsprechung/b-12-kr-5-14-r"
"iii b 90/09","/rechtsprechung/iii-b-90-09"
"1 bvr 1403/11","/rechtsprechung/1-bvr-1403-11"
"vi zr 248/13","/rechtsprechung/vi-zr-248-13"
"10 azr 185/12 (a)","/rechtsprechung/10-azr-185-12--a-"
"viii zr 176/17","/rechtsprechung/viii-zr-176-17"
"xii zb 578/16","/rechtsprechung/xii-zb-578-16"
"xii zb 465/15","/rechtsprechung/xii-zb-465-15"
"8 azr 604/16","/rechtsprechung/8-azr-604-16"
"6 azr 166/11","/rechtsprechung/6-azr-166-11"
"iii zb 83/09","/rechtsprechung/iii-zb-83-09"
"3 b 60/09","/rechtsprechung/3-b-60-09"
"b 13 r 15/11 r","/rechtsprechung/b-13-r-15-11-r"
"b 10 eg 3/15 b","/rechtsprechung/b-10-eg-3-15-b"
"10 azr 658/09","/rechtsprechung/10-azr-658-09"
"iii zr 272/09","/rechtsprechung/iii-zr-272-09"
"1 abr 19/11","/rechtsprechung/1-abr-19-11"
"8 b 66/10","/rechtsprechung/8-b-66-10"
"2 c 8/14","/rechtsprechung/2-c-8-14"
"viii zb 104/11","/rechtsprechung/viii-zb-104-11"
"xii zb 112/17","/rechtsprechung/xii-zb-112-17"
"vi zr 252/08","/rechtsprechung/vi-zr-252-08"
"ii r 5/14","/rechtsprechung/ii-r-5-14"
"anwst (r) 4/15","/rechtsprechung/anwst--r--4-15"
"4 str 59/15","/rechtsprechung/4-str-59-15"
"33 w (pat) 550/11","/rechtsprechung/33-w--pat--550-11"
"10 b 15/12","/rechtsprechung/10-b-15-12"
"1 bvr 1436/17","/rechtsprechung/1-bvr-1436-17"
"25 w (pat) 8/11","/rechtsprechung/25-w--pat--8-11"
"ix zr 204/12","/rechtsprechung/ix-zr-204-12"
"5 str 201/15","/rechtsprechung/5-str-201-15"
"ii b 111/11","/rechtsprechung/ii-b-111-11"
"2 str 47/13","/rechtsprechung/2-str-47-13"
"ix r 19/14","/rechtsprechung/ix-r-19-14"
"i b 87/10","/rechtsprechung/i-b-87-10"
"5 b 67/15, 5 b 67/15 (5 c 15/16)","/rechtsprechung/5-b-67-15"
"2 bvr 1541/15","/rechtsprechung/2-bvr-1541-15"
"viii zr 45/10","/rechtsprechung/viii-zr-45-10"
"viii r 14/11","/rechtsprechung/viii-r-14-11"
"3 str 347/13","/rechtsprechung/3-str-347-13"
"x zr 2/10","/rechtsprechung/x-zr-2-10"
"7 c 9/09","/rechtsprechung/7-c-9-09"
"4 azr 517/12","/rechtsprechung/4-azr-517-12"
"xi r 40/13","/rechtsprechung/xi-r-40-13"
"blw 5/13","/rechtsprechung/blw-5-13"
"23 w (pat) 15/16","/rechtsprechung/23-w--pat--15-16"
"2 bvr 345/17","/rechtsprechung/2-bvr-345-17"
"9 azn 582/11","/rechtsprechung/9-azn-582-11"
"1 bvq 42/13","/rechtsprechung/1-bvq-42-13"
"v zr 82/11","/rechtsprechung/v-zr-82-11"
"4 c 8/09, 4 c 9/09, 4 c 1/10, 4 c 2/10, 4 c 3/10, 4 c 4/10, 4 c 5/10, 4 c 6/10, 4 c 8/09, 4 c 9/09, 4 c 1/10, 4 c 2/10, 4 c 3/10, 4 c 4/10, 4 c 5/10, 4 c 6/10","/rechtsprechung/4-c-8-09"
"v zr 119/11","/rechtsprechung/v-zr-119-11"
"vi zr 92/12","/rechtsprechung/vi-zr-92-12"
"b 14 as 73/12 r","/rechtsprechung/b-14-as-73-12-r"
"2 azr 804/08","/rechtsprechung/2-azr-804-08"
"vii zb 45/15","/rechtsprechung/vii-zb-45-15"
"xii zb 400/10","/rechtsprechung/xii-zb-400-10"
"2 str 379/14","/rechtsprechung/2-str-379-14"
"ix zb 163/11","/rechtsprechung/ix-zb-163-11"
"v r 55/09","/rechtsprechung/v-r-55-09"
"27 w (pat) 16/12","/rechtsprechung/27-w--pat--16-12"
"2 ni 5/12 (ep)","/rechtsprechung/2-ni-5-12--ep-"
"vi zr 144/09","/rechtsprechung/vi-zr-144-09"
"6 azr 47/12","/rechtsprechung/6-azr-47-12"
"i zb 107/14","/rechtsprechung/i-zb-107-14"
"b 11 al 50/11 b","/rechtsprechung/b-11-al-50-11-b"
"4 azr 549/09","/rechtsprechung/4-azr-549-09"
